Athlete Name,Country,Gold_medals,Silver_medals,Bronze_medals,Total_medals,Year,Season
Eliza Cauce,Latvia,0,0,1,1,2022,winter
Kokomo Murase,Japan,0,0,1,1,2022,winter
Wakaba Higuchi,Japan,0,0,1,1,2022,winter
Wataru Morishige,Japan,0,0,1,1,2022,winter
Riku Miura,Japan,0,0,1,1,2022,winter
Misato Komatsubara,Japan,0,0,1,1,2022,winter
Ryota Yamamoto,Japan,0,0,1,1,2022,winter
Tim Koleto,Japan,0,0,1,1,2022,winter
Sena Tomita,Japan,0,0,1,1,2022,winter
Ikuma Horishima,Japan,0,0,1,1,2022,winter
Yoshito Watabe,Japan,0,0,1,1,2022,winter
Hideaki Nagai,Japan,0,0,1,1,2022,winter
Ryuichi Kihara,Japan,0,0,1,1,2022,winter
Nadia Delago,Italy,0,0,1,1,2022,winter
Davide Ghiotto,Italy,0,0,1,1,2022,winter
Dorothea Wierer,Italy,0,0,1,1,2022,winter
Tommaso Dotti,Italy,0,0,1,1,2022,winter
Dominik Fischnaller,Italy,0,0,1,1,2022,winter
Petra Jászapáti,Hungary,0,0,1,1,2022,winter
John-Henry Krueger,Hungary,0,0,1,1,2022,winter
Shaolin Sandor Liu,Hungary,0,0,1,1,2022,winter
Zsofia Konya,Hungary,0,0,1,1,2022,winter
Constantin Schmid,Germany,0,0,1,1,2022,winter
Vanessa Voigt,Germany,0,0,1,1,2022,winter
Daniela Maier,Germany,0,0,1,1,2022,winter
Christoph Hafer,Germany,0,0,1,1,2022,winter
Matthias Sommer,Germany,0,0,1,1,2022,winter
Stephan Leyhe,Germany,0,0,1,1,2022,winter
Markus Eisenbichler,Germany,0,0,1,1,2022,winter
Franziska Preuß,Germany,0,0,1,1,2022,winter
Vanessa Hinz,Germany,0,0,1,1,2022,winter
Hugo Lapalus,France,0,0,1,1,2022,winter
Richard Jouve,France,0,0,1,1,2022,winter
Clément Parisse,France,0,0,1,1,2022,winter
Mathieu Faivre,France,0,0,1,1,2022,winter
Maurice Manificat,France,0,0,1,1,2022,winter
Krista Pärmäkoski,Finland,0,0,1,1,2022,winter
Kelly Sildaru,Estonia,0,0,1,1,2022,winter
Martina Sáblíková,Czechia,0,0,1,1,2022,winter
Zhang Chutong,China,0,0,1,1,2022,winter
Yan Wengang,China,0,0,1,1,2022,winter
Han Yutong,China,0,0,1,1,2022,winter
Miha Fontaine,Canada,0,0,1,1,2022,winter
Rachael Karker,Canada,0,0,1,1,2022,winter
Marion Thenault,Canada,0,0,1,1,2022,winter
Abigail Strate,Canada,0,0,1,1,2022,winter
Ryan Sommer,Canada,0,0,1,1,2022,winter
Matthew Soukup,Canada,0,0,1,1,2022,winter
Alexandria Loutitt,Canada,0,0,1,1,2022,winter
Cameron Stones,Canada,0,0,1,1,2022,winter
Christine De Bruin,Canada,0,0,1,1,2022,winter
Lewis Irving,Canada,0,0,1,1,2022,winter
James Crawford,Canada,0,0,1,1,2022,winter
Kim Boutin,Canada,0,0,1,1,2022,winter
Ben Coakwell,Canada,0,0,1,1,2022,winter
Mark McMorris,Canada,0,0,1,1,2022,winter
Mackenzie Boyd-Clowes,Canada,0,0,1,1,2022,winter
Justin Kripps,Canada,0,0,1,1,2022,winter
Hanne Desmet,Belgium,0,0,1,1,2022,winter
Teresa Stadlober,Austria,0,0,1,1,2022,winter
Lukas Greiderer,Austria,0,0,1,1,2022,winter
Tess Coady,Australia,0,0,1,1,2022,winter
Emma McKeon,Australia,4,0,3,7,2020,summer
Caeleb Dressel,United States,5,0,0,5,2020,summer
Kaylee McKeown,Australia,3,0,1,4,2020,summer
Katie Ledecky,United States,2,2,0,4,2020,summer
Daiki Hashimoto,Japan,2,2,0,4,2020,summer
Zhang Yufei,China,2,2,0,4,2020,summer
Ariarne Titmus,Australia,2,1,1,4,2020,summer
Nikita Nagornyy,Russia,2,0,2,4,2020,summer
Duncan Scott,Great Britain,1,3,0,4,2020,summer
An San,South Korea,3,0,0,3,2020,summer
Lisa Carrington,New Zealand,3,0,0,3,2020,summer
Elaine Thompson-Herah,Jamaica,3,0,0,3,2020,summer
Evgeny Rylov,Russia,2,1,0,3,2020,summer
Vitalina Batsarashkina,Russia,2,1,0,3,2020,summer
Denis Ablyazin,Russia,2,1,0,3,2020,summer
Adam Peaty,Great Britain,2,1,0,3,2020,summer
James Guy,Great Britain,2,1,0,3,2020,summer
Harrie Lavreysen,Netherlands,2,0,1,3,2020,summer
Sifan Hassan,Netherlands,2,0,1,3,2020,summer
Mollie O'Callaghan,Australia,2,0,1,3,2020,summer
Cate Campbell,Australia,2,0,1,3,2020,summer
Sunisa Lee,United States,1,1,1,3,2020,summer
Ryan Murphy,United States,1,1,1,3,2020,summer
Maggie MacNeil,Canada,1,1,1,3,2020,summer
Angelina Melnikova,Russia,1,0,2,3,2020,summer
Shericka Jackson,Jamaica,1,0,2,3,2020,summer
Andre De Grasse,Canada,1,0,2,3,2020,summer
Brianna Throssell,Australia,1,0,2,3,2020,summer
Regan Smith,United States,0,2,1,3,2020,summer
Lilly King,United States,0,2,1,3,2020,summer
Kazuma Kaya,Japan,0,2,1,3,2020,summer
Kylie Masse,Canada,0,2,1,3,2020,summer
Xiao Ruoteng,China,0,1,2,3,2020,summer
Penelope Oleksiak,Canada,0,1,2,3,2020,summer
Kyle Chalmers,Australia,0,1,2,3,2020,summer
Artur Dalaloyan,Russian Olympic Committee,2,0,0,2,2020,summer
Svetlana Kolesnichenko,Russia,2,0,0,2,2020,summer
David Belyavskiy,Russia,2,0,0,2,2020,summer
Svetlana Romashina,Russia,2,0,0,2,2020,summer
Kim Je Deok,South Korea,2,0,0,2,2020,summer
Zach Apple,United States,2,0,0,2,2020,summer
Bobby Finke,United States,2,0,0,2,2020,summer
Athing Mu,United States,2,0,0,2,2020,summer
Sydney McLaughlin-Levrone,United States,2,0,0,2,2020,summer
Blake Pieroni,United States,2,0,0,2,2020,summer
Yui Ohashi,Japan,2,0,0,2,2020,summer
Lamont Marcell Jacobs,Italy,2,0,0,2,2020,summer
Thomas Dean,Great Britain,2,0,0,2,2020,summer
Jessica von Bredow-Werndl,Germany,2,0,0,2,2020,summer
Xie Siyi,China,2,0,0,2,2020,summer
Yang Qian,China,2,0,0,2,2020,summer
Shi Tingmao,China,2,0,0,2,2020,summer
Joshua Cheptegei,Uganda,1,1,0,2,2020,summer
Rai Benjamin,United States,1,1,0,2,2020,summer
Lydia Jacoby,United States,1,1,0,2,2020,summer
Dalilah Muhammad,United States,1,1,0,2,2020,summer
Belinda Bencic,Switzerland,1,1,0,2,2020,summer
Peder Fredricson,Sweden,1,1,0,2,2020,summer
Tatjana Schoenmaker,South Africa,1,1,0,2,2020,summer
Natalia Kaczmarek,Poland,1,1,0,2,2020,summer
Malgorzata Holub,Poland,1,1,0,2,2020,summer
Justyna Swiety,Poland,1,1,0,2,2020,summer
Iga Baumgart,Poland,1,1,0,2,2020,summer
Kerri Gowler,New Zealand,1,1,0,2,2020,summer
Grace Prendergast,New Zealand,1,1,0,2,2020,summer
Jeffrey Hoogland,Netherlands,1,1,0,2,2020,summer
Annemiek van Vleuten,Netherlands,1,1,0,2,2020,summer
Shelly-Ann Fraser-Pryce,Jamaica,1,1,0,2,2020,summer
Kristóf Milák,Hungary,1,1,0,2,2020,summer
Tamara Csipes,Hungary,1,1,0,2,2020,summer
Tom McEwen,Great Britain,1,1,0,2,2020,summer
Georgia Taylor-Brown,Great Britain,1,1,0,2,2020,summer
Alex Yee,Great Britain,1,1,0,2,2020,summer
Matt Walls,Great Britain,1,1,0,2,2020,summer
Kate Archibald,Great Britain,1,1,0,2,2020,summer
Laura Kenny,Great Britain,1,1,0,2,2020,summer
Jason Kenny,Great Britain,1,1,0,2,2020,summer
Isabell Werth,Germany,1,1,0,2,2020,summer
Lasse Hansen,Denmark,1,1,0,2,2020,summer
Xu Xin,China,1,1,0,2,2020,summer
Liu Shiwen,China,1,1,0,2,2020,summer
Chen Yuxi,China,1,1,0,2,2020,summer
Wang Han,China,1,1,0,2,2020,summer
Wang Zongyuan,China,1,1,0,2,2020,summer
Yang Junxuan,China,1,1,0,2,2020,summer
Cao Yuan,China,1,1,0,2,2020,summer
Rebeca Andrade,Brazil,1,1,0,2,2020,summer
Trevor Stewart,United States,1,0,1,2,2020,summer
Kaylin Whitney,United States,1,0,1,2,2020,summer
Vernon Norwood,United States,1,0,1,2,2020,summer
Bryce Deadmon,United States,1,0,1,2,2020,summer
Kendall Ellis,United States,1,0,1,2,2020,summer
Lynna Irby,United States,1,0,1,2,2020,summer
Jennifer Valente,United States,1,0,1,2,2020,summer
Allyson Felix,United States,1,0,1,2,2020,summer
Nina Christen,Switzerland,1,0,1,2,2020,summer
Dóra Bodonyi,Hungary,1,0,1,2,2020,summer
Danusia Kozák,Hungary,1,0,1,2,2020,summer
Thomas Daley,Great Britain,1,0,1,2,2020,summer
Florian Wellbrock,Germany,1,0,1,2,2020,summer
Li Bingjie,China,1,0,1,2,2020,summer
Zou Jingyuan,China,1,0,1,2,2020,summer
Jiang Ranxin,China,1,0,1,2,2020,summer
Yang Haoran,China,1,0,1,2,2020,summer
Pang Wei,China,1,0,1,2,2020,summer
Zac Stubblety-Cook,Australia,1,0,1,2,2020,summer
Meg Harris,Australia,1,0,1,2,2020,summer
Madison Wilson,Australia,1,0,1,2,2020,summer
Jessica Fox,Australia,1,0,1,2,2020,summer
Bronte Campbell,Australia,1,0,1,2,2020,summer
Emily Seebohm,Australia,1,0,1,2,2020,summer
Elena Osipova,Russian Olympic Committee,0,2,0,2,2020,summer
Marileidy Paulino,Dominican Republic,0,2,0,2,2020,summer
Arno Kamminga,Netherlands,0,2,0,2,2020,summer
Wataru Tanigawa,Japan,0,2,0,2,2020,summer
Takeru Kitazono,Japan,0,2,0,2,2020,summer
Siobhan Bernadette Haughey,Hong Kong,0,2,0,2,2020,summer
Liu Hao,China,0,2,0,2,2020,summer
Sun Wenyan,China,0,2,0,2,2020,summer
Huang Xuechen,China,0,2,0,2,2020,summer
Kliment Kolesnikov,Russian Olympic Committee,0,1,1,2,2020,summer
Sergey Kamenskiy,Russia,0,1,1,2,2020,summer
Alessandra Perilli,San Marino,0,1,1,2,2020,summer
Erika Brown,United States,0,1,1,2,2020,summer
Gabrielle Thomas,United States,0,1,1,2,2020,summer
Katie Zaferes,United States,0,1,1,2,2020,summer
Abbey Weitzeil,United States,0,1,1,2,2020,summer
Simone Biles,United States,0,1,1,2,2020,summer
Allison Schmitt,United States,0,1,1,2,2020,summer
Liudmyla Luzan,Ukraine,0,1,1,2,2020,summer
Mykhaylo Romanchuk,Ukraine,0,1,1,2,2020,summer
Anna Pulawska,Poland,0,1,1,2,2020,summer
Karolina Naja,Poland,0,1,1,2,2020,summer
Thomas Ceccon,Italy,0,1,1,2,2020,summer
Alessandro Miressi,Italy,0,1,1,2,2020,summer
Gregorio Paltrinieri,Italy,0,1,1,2,2020,summer
Luke Greenbank,Great Britain,0,1,1,2,2020,summer
Jack Carlin,Great Britain,0,1,1,2,2020,summer
Kayla Sanchez,Canada,0,1,1,2,2020,summer
Laurence Vincent-Lapointe,Canada,0,1,1,2,2020,summer
Taylor Ruck,Canada,0,1,1,2,2020,summer
Andrew Hoy,Australia,0,1,1,2,2020,summer
Yulia Karimova,Russian Olympic Committee,0,0,2,2,2020,summer
Hali Flickinger,United States,0,0,2,2,2020,summer
Marta Fedina,Ukraine,0,0,2,2,2020,summer
Anastasiya Savchuk,Ukraine,0,0,2,2,2020,summer
Takaharu Furukawa,Japan,0,0,2,2,2020,summer
Nicolò Martinenghi,Italy,0,0,2,2,2020,summer
Federico Burdisso,Italy,0,0,2,2,2020,summer
Charlotte Dujardin,Great Britain,0,0,2,2,2020,summer
Emma Jørgensen,Denmark,0,0,2,2,2020,summer
Matthew Temple,Australia,0,0,2,2,2020,summer
Zac Incerti,Australia,0,0,2,2,2020,summer
Alexander Graham,Australia,0,0,2,2,2020,summer
Zaurbek Sidakov,Russian Olympic Committee,1,0,0,1,2020,summer
Zavur Uguev,Russian Olympic Committee,1,0,0,1,2020,summer
Maria Lasitskene,Russian Olympic Committee,1,0,0,1,2020,summer
Musa Evloev,Russian Olympic Committee,1,0,0,1,2020,summer
Polina Komar,Russian Olympic Committee,1,0,0,1,2020,summer
Maryna Goliadkina,Russian Olympic Committee,1,0,0,1,2020,summer
Albert Batyrgaziev,Russian Olympic Committee,1,0,0,1,2020,summer
Vladislav Larin,Russian Olympic Committee,1,0,0,1,2020,summer
Maksim Khramtcov,Russian Olympic Committee,1,0,0,1,2020,summer
Sofia Pozdniakova,Russian Olympic Committee,1,0,0,1,2020,summer
Liliia Akhaimova,Russian Olympic Committee,1,0,0,1,2020,summer
Vladislava Urazova,Russian Olympic Committee,1,0,0,1,2020,summer
Viktoriia Listunova,Russian Olympic Committee,1,0,0,1,2020,summer
Andrey Rublev,Russian Olympic Committee,1,0,0,1,2020,summer
Abdul Rashid Sadulaev,Russia,1,0,0,1,2020,summer
Maria Shurochkina,Russia,1,0,0,1,2020,summer
Vlada Chigireva,Russia,1,0,0,1,2020,summer
Alla Shishkina,Russia,1,0,0,1,2020,summer
Anastasia Pavlyuchenkova,Russian Olympic Committee,1,0,0,1,2020,summer
Aleksandra Patskevich,Russia,1,0,0,1,2020,summer
Distria Krasniqi,Kosovo,1,0,0,1,2020,summer
Nora Gjakova,Kosovo,1,0,0,1,2020,summer
Jovana Prekovic,Serbia Republic,1,0,0,1,2020,summer
Milica Mandic,Serbia Republic,1,0,0,1,2020,summer
Jang Minhee,South Korea,1,0,0,1,2020,summer
Kang Chae Young,South Korea,1,0,0,1,2020,summer
Shin Jeahwan,South Korea,1,0,0,1,2020,summer
Kim Woo-Jin,South Korea,1,0,0,1,2020,summer
Oh Jin-Hyek,South Korea,1,0,0,1,2020,summer
Peruth Chemutai,Uganda,1,0,0,1,2020,summer
Ahmed Hafnaoui,Tunisia,1,0,0,1,2020,summer
Fares Ibrahim Elbakh,Qatar,1,0,0,1,2020,summer
Mutaz Essa Barshim,Qatar,1,0,0,1,2020,summer
Pedro Pichardo,Portugal,1,0,0,1,2020,summer
Hidilyn Diaz,Philippines,1,0,0,1,2020,summer
Soufiane Elbakkali,Morocco,1,0,0,1,2020,summer
,Indonesia,1,0,0,1,2020,summer
Greysia Polii,Indonesia,1,0,0,1,2020,summer
Selemon Barega,Ethiopia,1,0,0,1,2020,summer
Feryal Abdelaziz,Egypt,1,0,0,1,2020,summer
Richard Carapaz,Ecuador,1,0,0,1,2020,summer
Neisi Patricia Dajomes Barrera,Ecuador,1,0,0,1,2020,summer
Luis Alberto Orta,Cuba,1,0,0,1,2020,summer
Fernando Dayan Jorge Enriquez,Cuba,1,0,0,1,2020,summer
Arlen Lopez Cardona,Cuba,1,0,0,1,2020,summer
Andy Cruz,Cuba,1,0,0,1,2020,summer
Julio Cesar La Cruz,Cuba,1,0,0,1,2020,summer
Mijain Lopez,Cuba,1,0,0,1,2020,summer
Serguey Torres Madrigal,Cuba,1,0,0,1,2020,summer
Roniel Iglesias,Cuba,1,0,0,1,2020,summer
Steven Gardiner,Bahamas,1,0,0,1,2020,summer
Shaunae Miller-Uibo,Bahamas,1,0,0,1,2020,summer
Yulimar Rojas,Venezuela,1,0,0,1,2020,summer
Ulugbek Rashitov,Uzbekistan,1,0,0,1,2020,summer
Akbar Djuraev,Uzbekistan,1,0,0,1,2020,summer
Bakhodir Jalolov,Uzbekistan,1,0,0,1,2020,summer
Gable Steveson,United States,1,0,0,1,2020,summer
David Taylor,United States,1,0,0,1,2020,summer
Tamyra Mensah,United States,1,0,0,1,2020,summer
Anastasija Zolotic,United States,1,0,0,1,2020,summer
Alix Klineman,United States,1,0,0,1,2020,summer
Randolph Ross,United States,1,0,0,1,2020,summer
Brooks Curry,United States,1,0,0,1,2020,summer
Andrew Wilson,United States,1,0,0,1,2020,summer
William Shaner,United States,1,0,0,1,2020,summer
Amber English,United States,1,0,0,1,2020,summer
Nelly Korda,United States,1,0,0,1,2020,summer
Bowen Becker,United States,1,0,0,1,2020,summer
Jade Carey,United States,1,0,0,1,2020,summer
Michael Andrew,United States,1,0,0,1,2020,summer
Carissa Moore,United States,1,0,0,1,2020,summer
Michael Norman,United States,1,0,0,1,2020,summer
Nevin Harrison,United States,1,0,0,1,2020,summer
Xander Schauffele,United States,1,0,0,1,2020,summer
Valarie Allman,United States,1,0,0,1,2020,summer
Katie Nageotte,United States,1,0,0,1,2020,summer
Wadeline Jonathas,United States,1,0,0,1,2020,summer
Michael Cherry,United States,1,0,0,1,2020,summer
Joseph Armstrong,United States,1,0,0,1,2020,summer
Ryan Crouser,United States,1,0,0,1,2020,summer
Chase Kalisz,United States,1,0,0,1,2020,summer
Tom Shields,United States,1,0,0,1,2020,summer
April Ross,United States,1,0,0,1,2020,summer
Lee Kiefer,United States,1,0,0,1,2020,summer
Vincent Hancock,United States,1,0,0,1,2020,summer
Zhan Belenyuk,Ukraine,1,0,0,1,2020,summer
Busenaz Surmeneli,Turkey,1,0,0,1,2020,summer
Mete Gazoz,Turkey,1,0,0,1,2020,summer
Panipak Wongphatthanakit,Thailand,1,0,0,1,2020,summer
Wang Chi-Lin,Chinese Taipei,1,0,0,1,2020,summer
Lee Yang,Chinese Taipei,1,0,0,1,2020,summer
Kuo Hsing-Chun,Chinese Taipei,1,0,0,1,2020,summer
Jolanda Neff,Switzerland,1,0,0,1,2020,summer
Armand Duplantis,Sweden,1,0,0,1,2020,summer
Daniel Ståhl,Sweden,1,0,0,1,2020,summer
Henrik Von Eckermann,Sweden,1,0,0,1,2020,summer
Malin Baryard-Johnsson,Sweden,1,0,0,1,2020,summer
Sandra Sánchez,Spain,1,0,0,1,2020,summer
Alberto Ginés López,Spain,1,0,0,1,2020,summer
Fátima Gálvez,Spain,1,0,0,1,2020,summer
Alberto Fernández,Spain,1,0,0,1,2020,summer
Janja Garnbret,Slovenia,1,0,0,1,2020,summer
Primož Roglic,Slovenia,1,0,0,1,2020,summer
Benjamin Savsek,Slovenia,1,0,0,1,2020,summer
Zuzana Stefeceková,Slovakia,1,0,0,1,2020,summer
Simona Radis,Romania,1,0,0,1,2020,summer
Ancuta Bodnar,Romania,1,0,0,1,2020,summer
Jasmine Camacho-Quinn,Puerto Rico,1,0,0,1,2020,summer
Kajetan Duszynski,Poland,1,0,0,1,2020,summer
Dariusz Kowaluk,Poland,1,0,0,1,2020,summer
Wojciech Nowicki,Poland,1,0,0,1,2020,summer
Karol Zalewski,Poland,1,0,0,1,2020,summer
Dawid Tomala,Poland,1,0,0,1,2020,summer
Anita Wlodarczyk,Poland,1,0,0,1,2020,summer
Anders Mol,Norway,1,0,0,1,2020,summer
Christian Sørum,Norway,1,0,0,1,2020,summer
Jakob Ingebrigtsen,Norway,1,0,0,1,2020,summer
Kristian Blummenfelt,Norway,1,0,0,1,2020,summer
Karsten Warholm,Norway,1,0,0,1,2020,summer
Sam Bosworth,New Zealand,1,0,0,1,2020,summer
Daniel Hunter Williamson,New Zealand,1,0,0,1,2020,summer
Phillip Wilson,New Zealand,1,0,0,1,2020,summer
Thomas Mackintosh,New Zealand,1,0,0,1,2020,summer
Matthew Macdonald,New Zealand,1,0,0,1,2020,summer
Caitlin Ryan,New Zealand,1,0,0,1,2020,summer
Thomas Murray,New Zealand,1,0,0,1,2020,summer
Shaun Kirkham,New Zealand,1,0,0,1,2020,summer
Michael Brake,New Zealand,1,0,0,1,2020,summer
Emma Twigg,New Zealand,1,0,0,1,2020,summer
Hamish Bond,New Zealand,1,0,0,1,2020,summer
Kiran Badloe,Netherlands,1,0,0,1,2020,summer
Roy van den Berg,Netherlands,1,0,0,1,2020,summer
Shanne Braspennincx,Netherlands,1,0,0,1,2020,summer
Koen Metsemakers,Netherlands,1,0,0,1,2020,summer
Abe Wiersma,Netherlands,1,0,0,1,2020,summer
Niek Kimmann,Netherlands,1,0,0,1,2020,summer
Matthijs Buchli,Netherlands,1,0,0,1,2020,summer
Tone Wieten,Netherlands,1,0,0,1,2020,summer
Dirk Uittenbogaard,Netherlands,1,0,0,1,2020,summer
Emmanuel Kipkurui Korir,Kenya,1,0,0,1,2020,summer
Peres Jepchirchir,Kenya,1,0,0,1,2020,summer
Faith Kipyegon,Kenya,1,0,0,1,2020,summer
Eliud Kipchoge,Kenya,1,0,0,1,2020,summer
Yui Susaki,Japan,1,0,0,1,2020,summer
Takuto Otoguro,Japan,1,0,0,1,2020,summer
Ryo Kiyuna,Japan,1,0,0,1,2020,summer
Mayu Mukaida,Japan,1,0,0,1,2020,summer
Akira Sone,Japan,1,0,0,1,2020,summer
Aaron Wolf,Japan,1,0,0,1,2020,summer
Shori Hamada,Japan,1,0,0,1,2020,summer
Chizuru Arai,Japan,1,0,0,1,2020,summer
Sena Irie,Japan,1,0,0,1,2020,summer
Hifumi Abe,Japan,1,0,0,1,2020,summer
Uta Abe,Japan,1,0,0,1,2020,summer
Mima Ito,Japan,1,0,0,1,2020,summer
Sakura Yosozumi,Japan,1,0,0,1,2020,summer
Nishiya Momiji,Japan,1,0,0,1,2020,summer
Yuto Horigome,Japan,1,0,0,1,2020,summer
Risako Kawai,Japan,1,0,0,1,2020,summer
Takanori Nagase,Japan,1,0,0,1,2020,summer
Shohei Ono,Japan,1,0,0,1,2020,summer
Naohisa Takato,Japan,1,0,0,1,2020,summer
Jun Mizutani,Japan,1,0,0,1,2020,summer
Yukako Kawai,Japan,1,0,0,1,2020,summer
Briana Williams,Jamaica,1,0,0,1,2020,summer
Remona Burchell,Jamaica,1,0,0,1,2020,summer
Hansle Parchment,Jamaica,1,0,0,1,2020,summer
Luigi Busa,Italy,1,0,0,1,2020,summer
Vito Dell'Aquila,Italy,1,0,0,1,2020,summer
Filippo Tortu,Italy,1,0,0,1,2020,summer
Jonathan Milan,Italy,1,0,0,1,2020,summer
Caterina Banti,Italy,1,0,0,1,2020,summer
Federica Casarini,Italy,1,0,0,1,2020,summer
Lorenzo Patta,Italy,1,0,0,1,2020,summer
Massimo Stano,Italy,1,0,0,1,2020,summer
Antonella Palmisano,Italy,1,0,0,1,2020,summer
Eseosa Desalu,Italy,1,0,0,1,2020,summer
Simone Consonni,Italy,1,0,0,1,2020,summer
Filippo Ganna,Italy,1,0,0,1,2020,summer
Francesco Lamon,Italy,1,0,0,1,2020,summer
Ruggero Tita,Italy,1,0,0,1,2020,summer
Valentina Rodini,Italy,1,0,0,1,2020,summer
Gianmarco Tamberi,Italy,1,0,0,1,2020,summer
Artem Dolgopyat,Israel,1,0,0,1,2020,summer
Linoy Ashram,Israel,1,0,0,1,2020,summer
Kellie Harrington,Ireland,1,0,0,1,2020,summer
Fintan McCarthy,Ireland,1,0,0,1,2020,summer
Paul O'Donovan,Ireland,1,0,0,1,2020,summer
Sajad Ganjzadeh,Iran,1,0,0,1,2020,summer
Mohammad Reza Geraei,Iran,1,0,0,1,2020,summer
Javad Foroughi,Iran,1,0,0,1,2020,summer
Neeraj Chopra,India,1,0,0,1,2020,summer
Anna Karasz,Hungary,1,0,0,1,2020,summer
Balint Kopasz,Hungary,1,0,0,1,2020,summer
Sandor Totka,Hungary,1,0,0,1,2020,summer
Tamás Lörincz,Hungary,1,0,0,1,2020,summer
Aron Szilagyi,Hungary,1,0,0,1,2020,summer
Ka Long Cheung,Hong Kong,1,0,0,1,2020,summer
Miltiadis Tentoglou,Greece,1,0,0,1,2020,summer
Stefanos Ntouskos,Greece,1,0,0,1,2020,summer
Lauren Price,Great Britain,1,0,0,1,2020,summer
Laura Collett,Great Britain,1,0,0,1,2020,summer
Freya Anderson,Great Britain,1,0,0,1,2020,summer
Matthew Richards,Great Britain,1,0,0,1,2020,summer
Calum Jarvis,Great Britain,1,0,0,1,2020,summer
Matthew Lee,Great Britain,1,0,0,1,2020,summer
Tom Pidcock,Great Britain,1,0,0,1,2020,summer
Charlotte Worthington,Great Britain,1,0,0,1,2020,summer
Eilidh McIntyre,Great Britain,1,0,0,1,2020,summer
Kathleen Dawson,Great Britain,1,0,0,1,2020,summer
Anna Hopkin,Great Britain,1,0,0,1,2020,summer
Jessica Learmonth,Great Britain,1,0,0,1,2020,summer
Bethany Shriever,Great Britain,1,0,0,1,2020,summer
Kate French,Great Britain,1,0,0,1,2020,summer
Joseph Choong,Great Britain,1,0,0,1,2020,summer
Dylan Fletcher,Great Britain,1,0,0,1,2020,summer
Giles Scott,Great Britain,1,0,0,1,2020,summer
Galal Yafai,Great Britain,1,0,0,1,2020,summer
Hannah Mills,Great Britain,1,0,0,1,2020,summer
Oliver Townend,Great Britain,1,0,0,1,2020,summer
Jonathan Brownlee,Great Britain,1,0,0,1,2020,summer
Stuart Bithell,Great Britain,1,0,0,1,2020,summer
Max Whitlock,Great Britain,1,0,0,1,2020,summer
Ben Maher,Great Britain,1,0,0,1,2020,summer
Alexander Zverev,Germany,1,0,0,1,2020,summer
Franziska Brauße,Germany,1,0,0,1,2020,summer
Max Lemke,Germany,1,0,0,1,2020,summer
Lisa Klein,Germany,1,0,0,1,2020,summer
Ricarda Funk,Germany,1,0,0,1,2020,summer
Aline Focken,Germany,1,0,0,1,2020,summer
Malaika Mihambo,Germany,1,0,0,1,2020,summer
Tom Liebscher,Germany,1,0,0,1,2020,summer
Max Rendschmidt,Germany,1,0,0,1,2020,summer
Mieke Kröger,Germany,1,0,0,1,2020,summer
Julia Krajewski,Germany,1,0,0,1,2020,summer
Dorothee Schneider,Germany,1,0,0,1,2020,summer
Lisa Brennauer,Germany,1,0,0,1,2020,summer
Ronald Rauhe,Germany,1,0,0,1,2020,summer
Lasha Bekauri,Georgia,1,0,0,1,2020,summer
Lasha Talakhadze,Georgia,1,0,0,1,2020,summer
Steven Da Costa,France,1,0,0,1,2020,summer
Romain Cannone,France,1,0,0,1,2020,summer
Clarisse Agbegnenou,France,1,0,0,1,2020,summer
Hugo Boucheron,France,1,0,0,1,2020,summer
Jean Quiquampoix,France,1,0,0,1,2020,summer
Matthieu Androdias,France,1,0,0,1,2020,summer
Michael Morkov,Denmark,1,0,0,1,2020,summer
Viktor Axelsen,Denmark,1,0,0,1,2020,summer
Anne-Marie Rindom,Denmark,1,0,0,1,2020,summer
Katerina Siniaková,Czechia,1,0,0,1,2020,summer
Barbora Krejcíková,Czechia,1,0,0,1,2020,summer
Jirí Prskavec,Czechia,1,0,0,1,2020,summer
Jirí Lipták,Czechia,1,0,0,1,2020,summer
Lukas Krpalek,Czechia,1,0,0,1,2020,summer
Matea Jelic,Croatia,1,0,0,1,2020,summer
Mate Pavic,Croatia,1,0,0,1,2020,summer
Nikola Mektic,Croatia,1,0,0,1,2020,summer
Martin Sinkovic,Croatia,1,0,0,1,2020,summer
Valent Sinkovic,Croatia,1,0,0,1,2020,summer
Wang Yilyu,China,1,0,0,1,2020,summer
Huang Dongping,China,1,0,0,1,2020,summer
Chen Yufei,China,1,0,0,1,2020,summer
Lu Yunxiu,China,1,0,0,1,2020,summer
Hou Zhihui,China,1,0,0,1,2020,summer
Zhang Changhong,China,1,0,0,1,2020,summer
Sun Mengya,China,1,0,0,1,2020,summer
Bao Shanju,China,1,0,0,1,2020,summer
Chen Yunxia,China,1,0,0,1,2020,summer
Cui Xiaotong,China,1,0,0,1,2020,summer
Li Wenwen,China,1,0,0,1,2020,summer
Tang Muhan,China,1,0,0,1,2020,summer
Zhang Yifan,China,1,0,0,1,2020,summer
Zhu Xueying,China,1,0,0,1,2020,summer
Wang Zhouyu,China,1,0,0,1,2020,summer
Guan Chenchen,China,1,0,0,1,2020,summer
Li Fabin,China,1,0,0,1,2020,summer
Quan Hongchan,China,1,0,0,1,2020,summer
Xu Shixiao,China,1,0,0,1,2020,summer
Zhang Jiaqi,China,1,0,0,1,2020,summer
Liu Shiying,China,1,0,0,1,2020,summer
